Time Stamp,Wind Speed (m/s),Horizontal Wind Direction (Degrees),U Vector (m/s),V Vector (m/s),W Vector (m/s),Temperature (TSM) (C),Relative Humidity (TSM) (%),Absolute Pressure (TSM) (hPa),Pitch Angle (Degrees),Roll Angle (Degrees),Temperature (AHT10) (C),Relative Humidity (AHT10) (%),Temperature (MS5611) (C),Absolute Pressure (MS5611) (hPa)
2025_10_9_13_29_43,3.5,157,-1.36,3.19,-0.53,27.25,48.69,964.97,0.8,1.2,33.79,56.72,37.04,963.15
2025_10_9_13_29_44,2.46,184,0.18,2.35,-0.7,27.25,48.63,964.97,2.4,0,33.8,56.78,37.04,963.27
2025_10_9_13_29_44,2.35,199,0.67,1.94,-1.16,27.31,48.68,964.96,-0.3,2.7,33.78,56.79,37.04,963.38
2025_10_9_13_29_44,2.61,183,0.13,2.32,-1.2,27.28,48.64,964.95,1.3,-1.5,33.79,56.79,37.02,963.11
2025_10_9_13_29_44,2.59,195,0.59,2.18,-1.27,27.3,48.68,964.96,0.9,0.8,33.77,56.77,37.02,963.11
2025_10_9_13_29_44,2.61,190,0.38,2.2,-1.35,27.35,48.66,964.96,0.6,1.6,33.77,56.77,37.02,963.23
2025_10_9_13_29_45,2.76,198,0.74,2.23,-1.45,27.27,48.69,964.95,2.2,0.1,33.77,56.72,37.02,963.34
2025_10_9_13_29_45,2.72,193,0.51,2.23,-1.48,27.25,48.67,964.95,0.5,-0.1,33.76,56.81,37.02,963.23
2025_10_9_13_29_45,2.64,188,0.33,2.29,-1.29,27.34,48.7,964.95,0,1.1,33.77,56.79,37.02,963.23
2025_10_9_13_29_45,2.79,191,0.47,2.43,-1.29,27.29,48.74,964.93,1.3,0.7,33.77,56.75,37.02,963.23
2025_10_9_13_29_45,3.09,195,0.74,2.74,-1.24,27.32,48.74,964.93,2.2,-0.2,33.75,56.77,37.02,963.34
2025_10_9_13_29_46,3.09,194,0.67,2.72,-1.29,27.28,48.7,964.94,0.7,1.1,33.76,56.8,37.02,963.23
2025_10_9_13_29_46,2.95,192,0.57,2.64,-1.2,27.25,48.72,964.93,1.1,1.4,33.76,56.8,37.02,963.23
2025_10_9_13_29_46,3.1,194,0.68,2.73,-1.31,27.26,48.74,964.92,0,0.4,33.76,56.77,37.02,963.34
2025_10_9_13_29_46,2.63,191,0.42,2.19,-1.4,27.26,48.75,964.91,1.1,2.2,33.78,56.82,37.02,963.23
2025_10_9_13_29_46,2.78,189,0.36,2.41,-1.34,27.26,48.71,964.9,2.6,0,33.76,56.81,37.02,963.23
2025_10_9_13_29_47,2.87,187,0.32,2.46,-1.45,27.26,48.76,964.9,0.3,-0.3,33.78,56.78,37.02,963.23
2025_10_9_13_29_47,2.68,187,0.3,2.37,-1.2,27.29,48.8,964.9,1.1,1.4,33.76,56.84,37.02,963.23
2025_10_9_13_29_47,2.77,183,0.12,2.54,-1.1,27.25,48.76,964.89,1.5,-1.1,33.73,56.79,37.02,962.99
2025_10_9_13_29_47,2.78,188,0.35,2.43,-1.31,27.19,48.79,964.89,1.2,0.3,33.75,56.79,37.04,963.27
2025_10_9_13_29_47,2.8,188,0.33,2.44,-1.34,27.24,48.76,964.88,2.2,0.5,33.76,56.8,37.02,963.11
2025_10_9_13_29_48,3.07,190,0.48,2.68,-1.42,27.26,48.79,964.88,0.5,1.2,33.77,56.82,37.02,963.11
2025_10_9_13_29_48,3.04,189,0.43,2.64,-1.43,27.21,48.77,964.87,1.8,-0.2,33.79,56.86,37.02,962.99
2025_10_9_13_29_48,2.88,192,0.53,2.53,-1.28,27.2,48.75,964.86,0.1,-1,33.76,56.79,37.02,963.23
2025_10_9_13_29_48,3.07,193,0.61,2.69,-1.36,27.24,48.77,964.87,2.1,0.6,33.77,56.85,37.02,962.99
2025_10_9_13_29_48,3.07,189,0.43,2.67,-1.46,27.21,48.81,964.86,0.6,-0.1,33.78,56.9,37.02,963.11
2025_10_9_13_29_49,2.72,190,0.41,2.38,-1.24,27.2,48.84,964.85,1.4,2.4,33.79,56.88,37.02,963.23
2025_10_9_13_29_49,2.69,190,0.43,2.38,-1.18,27.22,48.81,964.85,1,0.3,33.76,56.86,37.02,963.11
2025_10_9_13_29_49,2.64,188,0.3,2.25,-1.34,27.25,48.81,964.85,1.1,1.1,33.77,56.84,37.02,963.23
2025_10_9_13_29_49,2.44,192,0.46,2.08,-1.2,27.21,48.85,964.84,0.2,0.5,33.77,56.85,37.04,963.03
2025_10_9_13_29_49,2.67,195,0.67,2.4,-0.97,27.23,48.81,964.84,2,-1.1,33.78,56.87,37.02,963.11
2025_10_9_13_29_50,2.47,201,0.81,2.16,-0.89,27.23,48.84,964.84,1.2,0.5,33.78,56.88,37.02,962.99
2025_10_9_13_29_50,2.32,202,0.78,1.95,-0.97,27.27,48.84,964.83,1.1,0.9,33.79,56.87,37.02,962.99
2025_10_9_13_29_50,2.49,201,0.84,2.23,-0.74,27.32,48.85,964.83,2.5,1.1,33.79,56.88,37.02,963.11
2025_10_9_13_29_50,2.35,197,0.63,2.06,-0.94,27.27,48.85,964.85,-0.4,0.4,33.81,56.9,37.02,963.11
2025_10_9_13_29_50,2.76,182,0.1,2.53,-1.1,27.24,48.81,964.84,1.8,0.8,33.79,56.91,37.02,963.11
2025_10_9_13_29_51,3.04,170,-0.49,2.81,-1.05,27.25,48.86,964.84,1.7,-0.8,33.81,56.92,37.02,963.11
2025_10_9_13_29_51,2.74,179,-0.04,2.43,-1.26,27.22,48.82,964.84,1.1,1,33.81,56.87,37.02,963.11
2025_10_9_13_29_51,2.84,181,0.06,2.58,-1.19,27.27,48.86,964.84,1,1.6,33.81,56.94,37.02,962.99
2025_10_9_13_29_51,2.79,187,0.28,2.47,-1.26,27.24,48.86,964.82,0.8,0.3,33.79,56.93,37.02,963.11
2025_10_9_13_29_51,2.66,185,0.22,2.42,-1.06,27.23,48.85,964.84,1.1,0.5,33.83,56.89,37.02,962.99
2025_10_9_13_29_52,2.39,195,0.59,2.12,-0.93,27.3,48.92,964.84,1.9,-0.4,33.81,56.87,37.04,963.15
2025_10_9_13_29_52,2.92,172,-0.37,2.74,-0.92,27.23,48.91,964.82,0.7,2.1,33.81,56.86,37.02,963.23
2025_10_9_13_29_52,2.55,190,0.4,2.37,-0.86,27.23,48.88,964.83,1.7,1,33.84,56.89,37.02,962.99
2025_10_9_13_29_52,2.83,177,-0.16,2.65,-0.98,27.26,48.87,964.84,1,-0.4,33.83,56.88,37.02,962.99
2025_10_9_13_29_52,3.13,172,-0.42,2.95,-0.94,27.24,48.91,964.83,1.8,1,33.83,56.89,37.02,963.11
2025_10_9_13_29_53,2.55,182,0.08,2.4,-0.86,27.24,48.91,964.83,1.4,-1,33.83,56.88,37.02,962.88
2025_10_9_13_29_53,3.31,163,-0.93,3.08,-0.77,27.25,48.92,964.82,0.8,1.8,33.84,56.87,37.02,962.99
2025_10_9_13_29_53,3.73,156,-1.5,3.34,-0.66,27.25,48.91,964.82,1.2,0.9,33.83,56.85,37.02,963.11
2025_10_9_13_29_53,3.74,156,-1.53,3.36,-0.63,27.22,48.94,964.83,1.4,0.5,33.84,56.85,37.02,962.88
2025_10_9_13_29_53,3.92,153,-1.75,3.47,-0.5,27.22,48.9,964.82,2.1,-1.3,33.82,56.85,37.02,963.11
2025_10_9_13_29_54,3.94,152,-1.83,3.47,-0.38,27.33,48.9,964.83,0.6,1.5,33.83,56.88,37.02,962.99
2025_10_9_13_29_54,3.78,153,-1.69,3.34,-0.49,27.3,48.92,964.82,0.8,1.5,33.82,56.92,37.02,962.88
2025_10_9_13_29_54,3.87,153,-1.73,3.43,-0.51,27.28,48.96,964.84,0.9,0.4,33.83,56.92,37.02,963.23
2025_10_9_13_29_54,4.03,153,-1.83,3.54,-0.56,27.27,48.94,964.82,1.2,1.2,33.81,56.88,37.02,962.99
2025_10_9_13_29_54,4.03,153,-1.81,3.53,-0.68,27.27,48.9,964.82,2.1,0.7,33.82,56.86,37.01,962.96
2025_10_9_13_29_55,3.78,155,-1.58,3.35,-0.74,27.24,48.94,964.81,1.2,1.6,33.83,56.88,37.02,962.99
2025_10_9_13_29_55,3.92,155,-1.63,3.47,-0.82,27.22,48.96,964.82,1.1,0.5,33.82,56.85,37.02,962.99
2025_10_9_13_29_55,4.07,154,-1.77,3.6,-0.74,27.25,48.97,964.81,0.9,1.9,33.82,56.93,37.02,963.23
2025_10_9_13_29_55,4.03,153,-1.79,3.54,-0.7,27.22,48.96,964.82,1.3,1.1,33.83,56.86,37.02,963.11
2025_10_9_13_29_55,3.83,155,-1.59,3.4,-0.79,27.23,48.98,964.82,1,0.3,33.83,56.88,37.01,963.07
2025_10_9_13_29_56,3.84,155,-1.58,3.4,-0.82,27.23,48.98,964.83,2,0.1,33.83,56.89,37.02,962.99
2025_10_9_13_29_56,3.96,155,-1.66,3.51,-0.73,27.28,48.92,964.81,1.7,1,33.83,56.9,37.02,963.11
2025_10_9_13_29_56,3.82,156,-1.53,3.4,-0.86,27.17,48.98,964.82,2.2,0.8,33.81,56.87,37.02,962.99
2025_10_9_13_29_56,3.58,161,-1.11,3.22,-1.08,27.2,48.97,964.82,0.2,0.2,33.82,56.89,37.02,962.99
2025_10_9_13_29_56,3.57,162,-1.05,3.24,-1.07,27.24,48.98,964.82,0.9,2.5,33.82,56.91,37.02,963.11
2025_10_9_13_29_57,3.65,159,-1.23,3.28,-1.03,27.28,48.97,964.82,1.5,0.4,33.83,56.88,37.02,963.11
2025_10_9_13_29_57,3.74,157,-1.39,3.34,-0.99,27.27,49,964.83,2.1,0.4,33.82,56.88,37.02,963.11
2025_10_9_13_29_57,3.76,158,-1.34,3.34,-1.07,27.27,48.95,964.82,-0.1,1,33.82,56.86,37.02,963.11
2025_10_9_13_29_57,3.79,159,-1.32,3.37,-1.14,27.19,49.01,964.82,3.4,1.2,33.83,56.9,37.02,963.11
2025_10_9_13_29_57,3.75,160,-1.24,3.37,-1.07,27.23,48.98,964.83,0.7,-0.7,33.82,56.86,37.02,963.23
2025_10_9_13_29_58,3.71,158,-1.36,3.3,-1.01,27.25,48.99,964.83,1.5,1.3,33.85,56.93,37.02,962.99
2025_10_9_13_29_58,3.81,157,-1.45,3.36,-1.07,27.28,48.98,964.83,0.6,1,33.85,56.88,37.01,963.07
2025_10_9_13_29_58,3.77,158,-1.36,3.34,-1.11,27.26,49,964.83,2.6,0.8,33.84,56.9,37.02,963.11
2025_10_9_13_29_58,3.69,159,-1.28,3.27,-1.13,27.24,48.96,964.83,1,0.1,33.84,56.84,37.01,963.07
2025_10_9_13_29_58,3.81,157,-1.46,3.37,-1.02,27.22,49.02,964.83,3,0,33.84,56.9,37.01,963.07
2025_10_9_13_29_59,3.72,158,-1.32,3.3,-1.13,27.23,49.02,964.83,-0.3,0.9,33.84,56.87,37.02,963.11
2025_10_9_13_29_59,3.79,159,-1.29,3.37,-1.15,27.21,49.01,964.83,1.7,0.8,33.85,56.89,37.01,963.07
2025_10_9_13_29_59,3.85,157,-1.47,3.39,-1.1,27.27,49.02,964.83,1.1,-0.2,33.83,56.84,37.01,962.96
2025_10_9_13_29_59,3.76,157,-1.39,3.32,-1.08,27.25,49.03,964.84,2.7,0.9,33.84,56.86,37.02,963.11
2025_10_9_13_29_59,3.66,158,-1.3,3.25,-1.06,27.18,49.03,964.84,-0.3,1,33.84,56.89,37.01,962.96
2025_10_9_13_30_0,3.85,155,-1.55,3.39,-0.97,27.15,49.03,964.82,2.1,1.4,33.83,56.9,37.01,963.07
2025_10_9_13_30_0,3.87,155,-1.54,3.37,-1.09,27.16,49.03,964.82,1.7,0.5,33.83,56.9,37.01,963.07
2025_10_9_13_30_0,3.78,158,-1.33,3.32,-1.21,27.18,49.03,964.82,2,1,33.83,56.91,37.01,962.96
2025_10_9_13_30_0,3.86,158,-1.36,3.44,-1.1,27.22,49.09,964.83,0.6,0.9,33.85,56.91,37.01,963.19
2025_10_9_13_30_0,3.76,159,-1.27,3.36,-1.14,27.22,49.02,964.83,1.5,1.1,33.83,56.89,37.01,963.07
2025_10_9_13_30_1,3.83,157,-1.46,3.38,-1.06,27.23,49.02,964.84,1.6,-0.2,33.85,56.9,37.01,963.19
2025_10_9_13_30_1,3.75,158,-1.33,3.35,-1.05,27.26,48.98,964.82,0.8,1.7,33.84,56.93,37.01,962.96
2025_10_9_13_30_1,3.61,160,-1.15,3.22,-1.14,27.26,49.06,964.83,1.8,0,33.84,56.92,37.01,962.96
2025_10_9_13_30_1,3.68,160,-1.22,3.28,-1.13,27.19,49.02,964.83,1.5,0.4,33.84,56.9,37.01,963.07
2025_10_9_13_30_1,3.67,159,-1.24,3.27,-1.1,27.23,49.01,964.84,2.3,0.2,33.85,56.9,37.01,962.96
2025_10_9_13_30_2,3.64,159,-1.26,3.25,-1.04,27.23,49.03,964.82,0.5,1,33.84,56.91,37.01,963.07
2025_10_9_13_30_2,3.72,160,-1.25,3.34,-1.05,27.23,49.06,964.81,3,1.2,33.83,56.91,37.01,962.96
2025_10_9_13_30_2,3.77,158,-1.35,3.38,-0.98,27.24,49.04,964.84,0.3,0.1,33.84,56.88,37.01,962.96
2025_10_9_13_30_2,3.67,160,-1.22,3.32,-0.97,27.23,49.03,964.83,2,2,33.85,56.87,37.01,963.07
2025_10_9_13_30_2,3.56,162,-1.05,3.24,-1.04,27.22,49.01,964.82,0.8,-0.2,33.85,56.87,37.01,963.07
2025_10_9_13_30_3,3.49,161,-1.09,3.14,-1.04,27.25,49.02,964.82,2.8,1.8,33.84,56.88,37.01,963.19
2025_10_9_13_30_3,3.53,160,-1.14,3.2,-0.95,27.27,49.06,964.84,1,1.2,33.86,56.87,37.01,963.07
2025_10_9_13_30_3,3.4,160,-1.12,3.08,-0.88,27.23,49.07,964.83,1.3,-0.4,33.85,56.9,37.01,963.19
2025_10_9_13_30_3,3.62,158,-1.34,3.27,-0.78,27.21,49.07,964.83,1,2.5,33.83,56.89,37.01,963.07
2025_10_9_13_30_3,3.66,157,-1.41,3.29,-0.78,27.22,49.03,964.83,0.6,-0.1,33.83,56.89,37.01,962.96
2025_10_9_13_30_4,3.62,157,-1.38,3.24,-0.86,27.25,49.06,964.84,2.4,0.1,33.84,56.88,37.01,962.96
2025_10_9_13_30_4,3.64,157,-1.4,3.26,-0.85,27.22,49.07,964.82,-0.6,2,33.84,56.87,37.01,963.07
2025_10_9_13_30_4,3.48,161,-1.11,3.14,-1.02,27.22,49.07,964.84,3,-0.4,33.83,56.91,37.01,963.07
2025_10_9_13_30_4,3.65,158,-1.32,3.29,-0.86,27.23,49.09,964.83,0.9,2,33.85,56.9,37.01,963.07
2025_10_9_13_30_4,3.67,157,-1.4,3.31,-0.78,27.22,49.05,964.82,-0.1,1.1,33.84,56.89,37.01,962.96
2025_10_9_13_30_5,3.73,157,-1.43,3.35,-0.83,27.23,49.07,964.83,4,-0.5,33.86,56.9,37.01,963.19
2025_10_9_13_30_5,3.62,158,-1.33,3.22,-0.97,27.21,49.06,964.84,-0.4,1.9,33.86,56.89,37.01,963.07
2025_10_9_13_30_5,3.66,158,-1.32,3.28,-0.95,27.25,49.07,964.84,1.8,1,33.86,56.88,37.01,963.07
2025_10_9_13_30_5,3.51,160,-1.13,3.16,-1.01,27.23,49.07,964.84,0.9,-0.2,33.86,56.9,37.01,963.07
2025_10_9_13_30_5,3.59,159,-1.21,3.22,-1.03,27.22,49.06,964.83,0.2,2.1,33.86,56.88,37.01,963.07
2025_10_9_13_30_6,3.55,160,-1.16,3.21,-0.96,27.25,49.08,964.84,2.2,0.6,33.85,56.88,37.01,963.07
2025_10_9_13_30_6,3.59,158,-1.31,3.2,-0.94,27.24,49.09,964.84,0.7,1.2,33.85,56.89,37.01,963.19
2025_10_9_13_30_6,3.76,157,-1.43,3.35,-0.91,27.25,49.09,964.83,1.2,1,33.85,56.91,37.01,963.07
2025_10_9_13_30_6,3.71,156,-1.47,3.29,-0.88,27.22,49.07,964.83,2.6,0.4,33.87,56.9,37.01,963.19
2025_10_9_13_30_6,3.82,155,-1.61,3.39,-0.71,27.26,49.07,964.83,0.1,-1,33.86,56.91,37.01,963.07
2025_10_9_13_30_7,3.81,153,-1.68,3.35,-0.66,27.23,49.09,964.85,1,2.6,33.84,56.85,37.01,963.07
2025_10_9_13_30_7,3.75,155,-1.58,3.34,-0.65,27.29,49.09,964.84,0,1.5,33.84,56.85,37.01,963.19
2025_10_9_13_30_7,3.86,153,-1.72,3.41,-0.58,27.26,49.07,964.85,2.1,0.8,33.85,56.89,36.99,963.03
2025_10_9_13_30_7,3.66,156,-1.48,3.29,-0.67,27.25,49.15,964.86,1.4,0.1,33.84,56.85,37.01,963.19
2025_10_9_13_30_7,3.51,159,-1.21,3.18,-0.86,27.23,49.12,964.85,0.2,0.7,33.84,56.86,37.01,963.19
2025_10_9_13_30_8,3.48,160,-1.18,3.17,-0.82,27.23,49.11,964.85,2,1.2,33.85,56.85,36.99,963.03
2025_10_9_13_30_8,3.5,159,-1.21,3.16,-0.89,27.24,49.09,964.85,0.6,-1,33.85,56.88,37.01,963.07
2025_10_9_13_30_8,3.56,157,-1.32,3.19,-0.87,27.22,49.09,964.84,1.5,1.3,33.83,56.83,36.99,963.03
2025_10_9_13_30_8,3.6,159,-1.27,3.25,-0.86,27.29,49.11,964.85,1.3,-0.2,33.84,56.89,36.99,963.03
2025_10_9_13_30_8,3.72,156,-1.44,3.31,-0.87,27.21,49.12,964.84,1,1.7,33.84,56.88,37.01,963.07
2025_10_9_13_30_9,3.6,157,-1.35,3.2,-0.94,27.2,49.07,964.85,1,1.3,33.83,56.89,36.99,963.15
2025_10_9_13_30_9,3.62,158,-1.29,3.23,-0.98,27.24,49.11,964.86,1.6,-0.3,33.83,56.86,36.99,963.03
2025_10_9_13_30_9,3.46,161,-1.07,3.1,-1.11,27.27,49.12,964.85,0.8,0.6,33.85,56.9,36.99,963.03
2025_10_9_13_30_9,3.65,158,-1.35,3.27,-0.92,27.27,49.11,964.85,2.7,0.9,33.83,56.86,36.99,963.03
2025_10_9_13_30_9,3.58,157,-1.33,3.19,-0.92,27.24,49.14,964.85,1.1,0,33.84,56.87,37.01,963.19
2025_10_9_13_30_10,3.51,160,-1.17,3.17,-0.95,27.17,49.12,964.86,1.8,0.1,33.85,56.88,36.99,963.27
2025_10_9_13_30_10,3.54,158,-1.3,3.17,-0.89,27.22,49.11,964.87,0.5,0.7,33.82,56.82,36.99,963.15
2025_10_9_13_30_10,3.63,158,-1.31,3.26,-0.89,27.26,49.09,964.85,2.8,0.3,33.83,56.87,36.99,963.15
2025_10_9_13_30_10,2.99,173,-0.32,2.73,-1.18,27.29,49.13,964.84,-0.6,0.4,33.81,56.88,36.99,963.03
2025_10_9_13_30_10,2.92,189,0.41,2.51,-1.43,27.25,49.11,964.85,2.6,0.9,33.81,56.9,36.99,963.03
2025_10_9_13_30_11,2.71,184,0.17,2.31,-1.41,27.23,49.08,964.85,1.4,0.7,33.81,56.84,36.99,963.15
2025_10_9_13_30_11,2.55,187,0.27,2.17,-1.31,27.25,49.12,964.86,1,0.5,33.81,56.82,36.99,963.15
2025_10_9_13_30_11,2.94,173,-0.35,2.66,-1.19,27.25,49.15,964.86,1.8,0.5,33.82,56.87,36.99,963.15
2025_10_9_13_30_11,2.8,178,-0.1,2.53,-1.2,27.24,49.16,964.85,0.2,0.4,33.81,56.86,36.99,963.15
2025_10_9_13_30_11,2.89,189,0.39,2.48,-1.43,27.26,49.15,964.86,2.3,0.6,33.81,56.83,36.99,963.03
2025_10_9_13_30_12,2.89,191,0.47,2.39,-1.55,27.26,49.13,964.85,0.9,1,33.81,56.87,37.01,963.07
2025_10_9_13_30_12,2.71,185,0.21,2.29,-1.43,27.27,49.13,964.85,2,1.3,33.81,56.86,36.99,963.15
2025_10_9_13_30_12,2.8,184,0.16,2.49,-1.27,27.22,49.15,964.84,0.5,0.3,33.81,56.84,36.99,963.15
2025_10_9_13_30_12,2.79,182,0.08,2.5,-1.24,27.21,49.14,964.85,2.1,-0.8,33.8,56.83,36.99,963.03
2025_10_9_13_30_12,2.92,178,-0.1,2.69,-1.14,27.2,49.18,964.85,0.3,0.7,33.82,56.87,36.99,963.15
2025_10_9_13_30_13,3.38,164,-0.87,3.09,-1.06,27.18,49.13,964.84,1.8,0.2,33.8,56.84,36.99,963.03
2025_10_9_13_30_13,3.35,164,-0.89,3.06,-1.01,27.27,49.11,964.84,0.5,0.8,33.81,56.85,36.99,963.03
2025_10_9_13_30_13,3.25,165,-0.78,2.99,-1.01,27.21,49.15,964.84,1.9,1.4,33.81,56.83,37.01,963.19
2025_10_9_13_30_13,3.39,161,-1.06,3.08,-0.93,27.19,49.14,964.84,1.9,0.8,33.82,56.87,36.99,963.03
2025_10_9_13_30_13,3.36,161,-1.05,3.07,-0.9,27.2,49.15,964.84,1.3,-0.8,33.81,56.87,37.01,963.07
2025_10_9_13_30_14,3.27,162,-0.94,2.99,-0.93,27.23,49.16,964.84,1.3,1.6,33.8,56.85,36.99,962.92
2025_10_9_13_30_14,3.44,159,-1.19,3.11,-0.84,27.21,49.12,964.84,0.3,0.5,33.8,56.86,37.01,963.19
2025_10_9_13_30_14,3.32,159,-1.17,2.99,-0.87,27.23,49.17,964.83,2.3,-0.2,33.8,56.83,37.01,962.96
2025_10_9_13_30_14,3.54,158,-1.31,3.2,-0.78,27.23,49.18,964.84,0.2,1.4,33.8,56.86,37.01,963.19
2025_10_9_13_30_14,3.46,158,-1.27,3.13,-0.74,27.25,49.18,964.84,1,1.2,33.81,56.89,36.99,963.03
2025_10_9_13_30_15,3.29,160,-1.08,2.98,-0.86,27.27,49.18,964.84,1.6,0.6,33.8,56.87,37.01,963.07
2025_10_9_13_30_15,3.3,160,-1.1,2.98,-0.88,27.25,49.19,964.84,0.3,0.1,33.8,56.87,37.01,963.07
2025_10_9_13_30_15,3.44,159,-1.2,3.11,-0.85,27.26,49.22,964.84,2.2,1.3,33.8,56.87,37.01,963.19
2025_10_9_13_30_15,3.58,157,-1.38,3.21,-0.77,27.25,49.18,964.84,1.3,-0.4,33.81,56.88,37.01,962.96
2025_10_9_13_30_15,3.31,161,-1.05,3.01,-0.88,27.22,49.21,964.84,0.9,0.8,33.81,56.85,37.01,962.96
2025_10_9_13_30_16,3.31,161,-1.04,3.01,-0.94,27.26,49.15,964.83,1.4,1.6,33.79,56.81,37.01,963.19
2025_10_9_13_30_16,3.23,164,-0.86,2.96,-0.98,27.24,49.19,964.83,0,0.7,33.78,56.82,37.01,963.07
2025_10_9_13_30_16,3.41,158,-1.23,3.07,-0.84,27.24,49.16,964.84,1.6,0.7,33.81,56.88,37.01,963.07
2025_10_9_13_30_16,3.44,160,-1.12,3.13,-0.89,27.23,49.17,964.84,2.3,-0.3,33.81,56.88,37.01,963.07
2025_10_9_13_30_16,3.43,160,-1.13,3.12,-0.88,27.21,49.18,964.85,0.8,0.9,33.79,56.86,37.01,963.19
2025_10_9_13_30_17,3.48,159,-1.24,3.15,-0.8,27.22,49.16,964.85,1.2,0.3,33.79,56.85,37.02,963.11
2025_10_9_13_30_17,3.47,159,-1.24,3.15,-0.78,27.17,49.19,964.84,-0.2,0.9,33.79,56.85,37.02,963.11
2025_10_9_13_30_17,3.41,158,-1.21,3.08,-0.84,27.19,49.14,964.84,2.2,1.3,33.79,56.85,37.02,963.11
2025_10_9_13_30_17,3.44,160,-1.12,3.11,-0.95,27.2,49.17,964.84,2.2,0,33.8,56.89,37.02,963.11
2025_10_9_13_30_17,3.41,163,-0.97,3.12,-1,27.19,49.18,964.84,-0.3,0.4,33.8,56.9,37.02,963.11
2025_10_9_13_30_18,3.43,157,-1.29,3.06,-0.84,27.23,49.19,964.83,1.8,1.9,33.8,56.9,37.02,963.11
2025_10_9_13_30_18,3.35,160,-1.12,3.04,-0.83,27.26,49.15,964.84,1.3,0,33.8,56.85,37.02,963.11
2025_10_9_13_30_18,3.67,155,-1.5,3.29,-0.62,27.24,49.2,964.85,1.6,-0.4,33.79,56.86,37.02,963.11
2025_10_9_13_30_18,3.49,156,-1.38,3.15,-0.6,27.28,49.18,964.85,1.2,0.7,33.8,56.96,37.02,963.11
2025_10_9_13_30_18,3.37,157,-1.27,3.05,-0.67,27.23,49.19,964.84,-0.3,1.1,33.8,56.86,37.02,963.11
2025_10_9_13_30_19,3.39,159,-1.19,3.07,-0.78,27.28,49.19,964.84,1.3,0.7,33.79,56.88,37.02,963.11
2025_10_9_13_30_19,3.36,159,-1.19,3.06,-0.72,27.26,49.13,964.83,2.7,-0.5,33.8,56.88,37.02,962.99
2025_10_9_13_30_19,2.72,172,-0.35,2.57,-0.8,27.28,49.21,964.84,0.1,1,33.79,56.86,37.02,963.11
2025_10_9_13_30_19,2.52,190,0.4,2.25,-1.07,27.23,49.18,964.84,0.8,2,33.8,56.87,37.02,963.11
2025_10_9_13_30_19,2.59,181,0.04,2.39,-1.01,27.26,49.19,964.83,1.4,-0.7,33.77,56.94,37.02,963.11
2025_10_9_13_30_20,2.91,176,-0.21,2.69,-1.09,27.28,49.21,964.84,1,1.1,33.8,56.9,37.02,962.99
2025_10_9_13_30_20,2.77,175,-0.2,2.54,-1.09,27.29,49.21,964.83,1.5,0.2,33.8,56.89,37.04,963.03
2025_10_9_13_30_20,2.65,187,0.3,2.35,-1.17,27.25,49.19,964.84,0.4,0.2,33.8,56.85,37.04,963.03
2025_10_9_13_30_20,2.71,182,0.08,2.43,-1.19,27.26,49.17,964.84,0.8,1.4,33.79,56.88,37.04,963.15
2025_10_9_13_30_20,3.17,161,-0.96,2.88,-0.93,27.27,49.19,964.83,1,0.5,33.8,56.92,37.02,962.99
2025_10_9_13_30_21,3.53,155,-1.49,3.15,-0.57,27.26,49.19,964.83,1.3,-0.1,33.8,56.9,37.04,963.03
2025_10_9_13_30_21,3.65,153,-1.65,3.23,-0.42,27.28,49.18,964.83,0.7,1,33.77,56.95,37.04,963.03
2025_10_9_13_30_21,3.53,153,-1.59,3.12,-0.44,27.29,49.19,964.84,0.6,0.1,33.79,56.9,37.02,963.11
2025_10_9_13_30_21,3.56,152,-1.67,3.13,-0.33,27.21,49.19,964.84,1.4,1.4,33.8,56.9,37.04,963.27
2025_10_9_13_30_21,3.22,155,-1.33,2.91,-0.38,27.25,49.22,964.84,0.4,2.3,33.78,56.88,37.04,963.03
2025_10_9_13_30_22,3.45,155,-1.45,3.08,-0.57,27.21,49.21,964.84,1.3,-0.6,33.79,56.85,37.02,963.11
2025_10_9_13_30_22,3.38,155,-1.41,3.03,-0.53,27.25,49.21,964.83,1.4,0.6,33.78,56.86,37.04,963.03
2025_10_9_13_30_22,3.2,158,-1.15,2.91,-0.66,27.23,49.22,964.84,1,0.3,33.78,56.93,37.06,963.07
2025_10_9_13_30_22,3.31,158,-1.23,2.99,-0.69,27.24,49.22,964.84,0.2,2,33.78,56.93,37.04,962.92
2025_10_9_13_30_22,3.35,157,-1.26,3.04,-0.64,27.24,49.19,964.84,1.7,-0.2,33.79,56.9,37.04,963.15
2025_10_9_13_30_23,3.48,156,-1.4,3.12,-0.62,27.17,49.21,964.83,0,0,33.78,56.93,37.04,963.03
2025_10_9_13_30_23,3.47,157,-1.34,3.12,-0.7,27.16,49.22,964.83,2.9,0.7,33.77,56.9,37.04,963.15
2025_10_9_13_30_23,3.19,161,-1.01,2.89,-0.92,27.25,49.22,964.82,0.9,0.8,33.77,56.94,37.04,963.03
2025_10_9_13_30_23,2.6,178,-0.08,2.4,-0.99,27.25,49.22,964.83,-0.5,2,33.79,56.89,37.06,963.19
2025_10_9_13_30_23,2.89,168,-0.57,2.69,-0.89,27.22,49.21,964.83,0.5,0.9,33.78,56.95,37.04,963.15
2025_10_9_13_30_24,3.13,161,-1,2.89,-0.66,27.2,49.22,964.83,1.2,-0.7,33.78,56.92,37.04,963.15
